supreme_case_number,supreme_case_link,appeals_case_number,appeals_case_link,source_type,verdict_date,decision_status
2022-55,https://island.is/s/haestirettur/akvardanir/0672bb98-01d6-455e-8972-1f23ae9c2f59,470/2021,https://island.is/domar/g-4e6e6a08-fca9-440c-b49e-e81cc35c2937,ákvörðun,4. maí 2022,Hafnað
2022-43,https://island.is/s/haestirettur/akvardanir/852898d5-95b0-46ac-a73f-1465ab416829,164/2021,https://island.is/domar/g-bd62a596-0fd0-484c-8312-d09d8eead777,ákvörðun,27. maí 2022,Hafnað
2022-46,https://island.is/s/haestirettur/akvardanir/25a770c7-6c2d-4528-9dcd-4b706c628e84,149/2021,https://island.is/domar/g-a0b46130-0929-46b5-b4a4-ecaa01984246,ákvörðun,3. maí 2022,Hafnað
2022-50,https://island.is/s/haestirettur/akvardanir/7630baf6-5d7e-41de-97fb-0e5d4832487e,303/2021,https://island.is/domar/g-d41c5523-c3fa-480a-be85-86f0ebc84387,ákvörðun,10. maí 2022,Hafnað
2022-53,https://island.is/s/haestirettur/akvardanir/cea0bed1-ea92-498d-8100-73f52b4c79a7,25/2021,https://island.is/domar/g-8c3ad8dd-34e3-4c7a-b232-212f507c6446,ákvörðun,16. maí 2022,Hafnað
2022-49,https://island.is/s/haestirettur/akvardanir/04a9e943-0fd7-47d6-b16c-df73d4e04a08,23/2021,https://island.is/domar/g-03e7c7f5-7dde-4657-aa2f-b08cacfd6009,ákvörðun,11. maí 2022,Hafnað
19/2022,https://island.is/domar/s-44be7532-55fb-4946-9f06-00291cbe7d08,113/2022,https://island.is/domar/g-b5d1474e-ffd7-49f5-83a7-ba5a91c5253e,dóm,25. mars 2022,
2022-57,https://island.is/s/haestirettur/akvardanir/9dc42f39-5a5d-4e81-b74c-9770f4bc0de3,588/2020,https://island.is/domar/g-059ce426-cf79-427f-a530-7d78951f68bc,ákvörðun,11. maí 2022,Hafnað
2022-54,https://island.is/s/haestirettur/akvardanir/228c8a5d-47ba-4fb4-b2fb-3167a2910977,334/2021,https://island.is/domar/g-443669bf-bda5-4bf2-8923-a48769f3a0d1,ákvörðun,16. maí 2022,Hafnað
2022-47,https://island.is/s/haestirettur/akvardanir/d5c24410-81da-49f0-acb3-6f8436b212db,87/2022,https://island.is/domar/g-4a8cb27e-b602-47df-be55-6a7e0e64677c,ákvörðun,17. maí 2022,Hafnað
2020-237,https://island.is/s/haestirettur/akvardanir/9053101a-b0c3-4e0b-b2a5-afaf3786e5db,723/2018,https://island.is/domar/g-f1db06ed-a77e-4ac8-8804-0bd9a40f4cd3,ákvörðun,30. október 2020,Samþykkt
34/2020,https://island.is/domar/s-85d46fb5-397f-4cbf-b808-b492262a8572,723/2018,https://island.is/domar/g-f1db06ed-a77e-4ac8-8804-0bd9a40f4cd3,dóm,18. mars 2021,
24/2021,https://island.is/domar/s-857bc01d-0054-41b3-92e8-39d2b4270f6e,723/2018,https://island.is/domar/g-f1db06ed-a77e-4ac8-8804-0bd9a40f4cd3,dóm,23. júní 2021,
2022-76,https://island.is/s/haestirettur/akvardanir/2108d220-4421-48a6-930a-44a614a7c3cc,723/2018,https://island.is/domar/g-f1db06ed-a77e-4ac8-8804-0bd9a40f4cd3,ákvörðun,30. júní 2022,Hafnað
2022-58,https://island.is/s/haestirettur/akvardanir/bf148706-819b-4e18-b0f2-59804f9331ae,686/2020,https://island.is/domar/g-ba881113-c118-4327-845d-fcd3fb5c4bef,ákvörðun,27. maí 2022,Samþykkt
33/2022,https://island.is/domar/s-423d1eea-818c-4293-b2b5-f962186666a4,686/2020,https://island.is/domar/g-ba881113-c118-4327-845d-fcd3fb5c4bef,dóm,21. desember 2022,
2022-51,https://island.is/s/haestirettur/akvardanir/edf49e8f-73bb-48ea-a7f1-c3dfc9b20c3b,498/2020,https://island.is/domar/g-0114e197-ef59-4077-8fec-b67cc8acb260,ákvörðun,5. maí 2022,Hafnað
2022-40,https://island.is/s/haestirettur/akvardanir/97e11c50-2a2f-4f60-bff4-a782822cd140,167/2021,https://island.is/domar/g-25f545de-abfd-4f06-b983-94dfd6a34275,ákvörðun,10. maí 2022,Samþykkt
30/2022,https://island.is/domar/s-03eeefaf-9392-4587-8ae0-b8d68997cb04,167/2021,https://island.is/domar/g-25f545de-abfd-4f06-b983-94dfd6a34275,dóm,30. nóvember 2022,
2022-64,https://island.is/s/haestirettur/akvardanir/abfa8b0d-33c9-4ffb-9a13-9fca52230442,353/2020,https://island.is/domar/g-a61e1a7b-0a59-4b61-a75f-f1f759431c74,ákvörðun,1. júní 2022,Hafnað
2022-63,https://island.is/s/haestirettur/akvardanir/007e7467-6b61-4044-9491-bd2a5b7fe549,150/2021,https://island.is/domar/g-0bab0aaf-05da-4c07-ab18-ad5199d4cc02,ákvörðun,27. maí 2022,Hafnað
2022-69,https://island.is/s/haestirettur/akvardanir/05395d20-3a6d-4e7c-ba11-6733cdd24599,674/2020,https://island.is/domar/g-76418a41-bd02-4c76-9a67-b79081d5aa7e,ákvörðun,27. maí 2022,Hafnað
2022-72,https://island.is/s/haestirettur/akvardanir/1c4fc2a1-e57e-4cde-8aa8-1a5fd6a4805b,617/2021,https://island.is/domar/g-1c5b1c3d-662f-4297-b490-9bcf3dff9a73,ákvörðun,16. júní 2022,Samþykkt
37/2022,https://island.is/domar/s-6fc3158e-aa3f-445f-b545-781cfc886053,617/2021,https://island.is/domar/g-1c5b1c3d-662f-4297-b490-9bcf3dff9a73,dóm,15. febrúar 2023,
2022-70,https://island.is/s/haestirettur/akvardanir/162b4b5b-4d0f-4f65-8b80-1b2f703b83b0,579/2020,https://island.is/domar/g-b813cb6b-d24e-498b-99e7-199348e504d2,ákvörðun,21. júní 2022,Hafnað
2022-121,https://island.is/s/haestirettur/akvardanir/909e6167-22bd-43a1-8fff-d6bd0ffa9be6,504/2021,https://island.is/domar/g-5994a8ca-706b-4cc5-8c41-4d0e13ca5be5,ákvörðun,18. október 2022,Hafnað
2022-62,https://island.is/s/haestirettur/akvardanir/f610404c-afce-4d4d-bc2f-e0e86ce6260e,376/2021,https://island.is/domar/g-7140c5ab-b7d5-42df-8acb-f333c4ae2bce,ákvörðun,2. júní 2022,Samþykkt
2022-79,https://island.is/s/haestirettur/akvardanir/9c4c6810-c2be-4dda-afcb-68c453e023ef,376/2021,https://island.is/domar/g-7140c5ab-b7d5-42df-8acb-f333c4ae2bce,ákvörðun,21. júní 2022,Hafnað
35/2022,https://island.is/domar/s-2d6a64e5-ea6e-418f-a1f3-b76d4c2791e0,376/2021,https://island.is/domar/g-7140c5ab-b7d5-42df-8acb-f333c4ae2bce,dóm,14. desember 2022,
2022-84,https://island.is/s/haestirettur/akvardanir/8e51b98c-3f97-4173-b7d9-dea4aaada32b,369/2021,https://island.is/domar/g-0b6d81bf-5a41-4a85-9160-91adbb69c089,ákvörðun,15. ágúst 2022,Hafnað
2022-61,https://island.is/s/haestirettur/akvardanir/796162ca-d04a-44fd-ac99-230085aae0d9,330/2021,https://island.is/domar/g-17528637-3f4e-4f4f-ac03-2f0b5895164f,ákvörðun,1. júní 2022,Samþykkt
34/2022,https://island.is/domar/s-6c965e57-9692-42bc-8092-389b97fbf7f8,330/2021,https://island.is/domar/g-17528637-3f4e-4f4f-ac03-2f0b5895164f,dóm,21. desember 2022,
2022-67,https://island.is/s/haestirettur/akvardanir/e75c9716-c3e7-4711-b45f-1b45e58b8c2f,325/2021,https://island.is/domar/g-c72bcb13-3dd0-4aad-9736-2cd0af99c011,ákvörðun,8. júní 2022,Hafnað
2022-77,https://island.is/s/haestirettur/akvardanir/cd3d178e-81b5-464b-9e9d-5449ac56422d,288/2021,https://island.is/domar/g-d059ac92-2e33-4a33-a8c3-59821f065197,ákvörðun,29. júní 2022,Hafnað
2022-66,https://island.is/s/haestirettur/akvardanir/6ca109dd-0eb9-495b-9383-6e913c3b4606,160/2021,https://island.is/domar/g-ac9da492-d80b-4a24-babd-811485d9f16e,ákvörðun,16. júní 2022,Samþykkt
36/2022,https://island.is/domar/s-a5b9e43e-db86-487e-abdc-9f0783b75761,160/2021,https://island.is/domar/g-ac9da492-d80b-4a24-babd-811485d9f16e,dóm,8. febrúar 2023,
2022-71,https://island.is/s/haestirettur/akvardanir/442e96f7-b131-4a48-98e7-10a995dfe2b9,136/2021,https://island.is/domar/g-a36482fc-e490-4ab2-8061-912a98e645d7,ákvörðun,14. júní 2022,Hafnað
2022-78,https://island.is/s/haestirettur/akvardanir/8a38e194-2d1b-400f-b226-1082870c9c02,365/2021,https://island.is/domar/g-0d46ca9b-ec1e-4b8b-adf6-d8ca24846320,ákvörðun,30. júní 2022,Hafnað
2022-74,https://island.is/s/haestirettur/akvardanir/488694a0-fd88-4803-8013-45fb189a2075,230/2022,https://island.is/domar/g-2ad168cc-bcba-4dac-8213-9b9f08e74cf3,ákvörðun,3. júní 2022,Hafnað
2022-75,https://island.is/s/haestirettur/akvardanir/2aa9c3fd-aeff-42b0-a433-0591085545c7,144/2022,https://island.is/domar/g-3bec280b-67a8-4dc0-bf82-febbf9af4610,ákvörðun,29. júní 2022,Hafnað
2022-83,https://island.is/s/haestirettur/akvardanir/bb121fe9-9626-4157-b36e-159e7380e914,74/2021,https://island.is/domar/g-ee559803-ed6d-4864-9519-5f569c7a3625,ákvörðun,29. júní 2022,Hafnað
2022-101,https://island.is/s/haestirettur/akvardanir/a05abafa-e357-409d-b803-a0479cb110ff,392/2021,https://island.is/domar/g-ef353538-edca-4e4f-87ad-208999881b1c,ákvörðun,1. september 2022,Hafnað
2022-82,https://island.is/s/haestirettur/akvardanir/e199e10e-9d81-4337-8748-feaea1a097ef,161/2021,https://island.is/domar/g-e985a8b9-d851-486c-abbf-f824da67e9bd,ákvörðun,30. júní 2022,Hafnað
2022-86,https://island.is/s/haestirettur/akvardanir/143492a2-bb6c-4295-a189-c14fcca4f885,628/2021,https://island.is/domar/g-efc20828-ce5a-4121-91dc-1d60a00a3973,ákvörðun,1. september 2022,Hafnað
2022-87,https://island.is/s/haestirettur/akvardanir/104f1c0c-a6d9-4957-b44c-02cad8990f57,614/2020,https://island.is/domar/g-9ed3fe7b-b199-4476-a624-feff1c819da6,ákvörðun,1. september 2022,Hafnað
2022-85,https://island.is/s/haestirettur/akvardanir/b1b8210a-4bff-4f08-a39e-71632ee67ca5,411/2021,https://island.is/domar/g-c1551e21-cedd-4a61-ae2e-96199d22e2d8,ákvörðun,2. september 2022,Hafnað
2022-81,https://island.is/s/haestirettur/akvardanir/bfa3e148-5e79-440d-b915-f880098a7a2a,228/2021,https://island.is/domar/g-1c228162-55fc-4418-a9db-fef66b4124b9,ákvörðun,15. ágúst 2022,Hafnað
2022-80,https://island.is/s/haestirettur/akvardanir/8ca50199-9da7-4128-b156-549fa33f9147,201/2022,https://island.is/domar/g-ee76a6fb-ec45-4973-8f16-d94ecd6654a2,ákvörðun,29. júní 2022,Samþykkt
41/2022,https://island.is/domar/s-4f1f3d9b-1993-4bd3-867a-4ce91d806dc8,201/2022,https://island.is/domar/g-ee76a6fb-ec45-4973-8f16-d94ecd6654a2,dóm,31. ágúst 2022,
2022-96,https://island.is/s/haestirettur/akvardanir/a3720727-f547-4465-a54d-920fbe901629,52/2022,https://island.is/domar/g-aac1e298-b993-4274-85f4-7c1fd0f96ea0,ákvörðun,22. september 2022,Hafnað
2022-98,https://island.is/s/haestirettur/akvardanir/4d01c41a-b4ec-4118-80b7-9b1f30ad00fb,490/2020,https://island.is/domar/g-c23761c8-5d2a-40fe-99dc-b325be6ae23e,ákvörðun,10. október 2022,Hafnað
2022-93,https://island.is/s/haestirettur/akvardanir/863530c6-cd79-4b48-b139-408598fc7a2b,36/2021,https://island.is/domar/g-59b752f0-3d3d-4aaf-8d83-30ddd35caad1,ákvörðun,14. september 2022,Samþykkt
45/2022,https://island.is/domar/s-70f6d247-6a1a-4d09-acd0-45680856d211,36/2021,https://island.is/domar/g-59b752f0-3d3d-4aaf-8d83-30ddd35caad1,dóm,23. maí 2023,
2022-94,https://island.is/s/haestirettur/akvardanir/a0c2789d-ab2d-485b-9fbd-a28e821c38d1,273/2021,https://island.is/domar/g-6930293b-a625-4ed2-ae2d-942108999fcf,ákvörðun,1. september 2022,Hafnað
2022-97,https://island.is/s/haestirettur/akvardanir/92297ead-c89f-4452-8dd5-2ba33b1b5d23,263/2021,https://island.is/domar/g-d09a731d-7c18-430d-a702-6a69c8998f75,ákvörðun,10. október 2022,Hafnað
2022-92,https://island.is/s/haestirettur/akvardanir/40f910bb-9676-4854-952f-74f139cb8399,203/2021,https://island.is/domar/g-25cb2c55-e2c1-416d-a082-6c22e3f35959,ákvörðun,19. september 2022,Samþykkt
47/2022,https://island.is/domar/s-fa8ad70d-545d-469b-bc0a-bf4b16e4aa64,203/2021,https://island.is/domar/g-25cb2c55-e2c1-416d-a082-6c22e3f35959,dóm,10. maí 2023,
2022-90,https://island.is/s/haestirettur/akvardanir/27ac12fe-83dc-485e-a559-9d7a842c04c7,252/2022,https://island.is/domar/g-4d0ab1a8-9712-4892-b5dc-815e57fc51f7,ákvörðun,6. september 2022,Hafnað
39/2022,https://island.is/domar/s-e2fccd1b-2a1b-4726-94e1-1c0d2b9f30aa,725/2020,https://island.is/domar/g-d0a5795f-95ad-4161-a9c5-fed5af624a0d,dóm,22. september 2022,
2022-89,https://island.is/s/haestirettur/akvardanir/fe1220ec-934a-4cdd-b984-59475753354c,371/2021,https://island.is/domar/g-2d00c5f8-f6ef-4bcb-8fef-5357bf175d98,ákvörðun,15. ágúst 2022,Samþykkt
43/2022,https://island.is/domar/s-e9f25529-1dab-49e3-ad83-c017150f2e67,371/2021,https://island.is/domar/g-2d00c5f8-f6ef-4bcb-8fef-5357bf175d98,dóm,29. desember 2023,
2022-99,https://island.is/s/haestirettur/akvardanir/4a260524-d1b7-48ba-9f16-23e267ac6e20,247/2021,https://island.is/domar/g-58711a5a-90a9-4f02-9f25-b29db70ef824,ákvörðun,20. september 2022,Samþykkt
48/2022,https://island.is/domar/s-00b75a35-fc26-4a67-b5c8-cdda342df80a,247/2021,https://island.is/domar/g-58711a5a-90a9-4f02-9f25-b29db70ef824,dóm,29. mars 2023,
2022-115,https://island.is/s/haestirettur/akvardanir/e6745f0b-e4db-4f37-a320-b089f7e495e1,299/2021,https://island.is/domar/g-f26575c8-3462-4964-8877-3821cc6c2f42,ákvörðun,19. september 2022,Samþykkt
46/2022,https://island.is/domar/s-8ac30fc7-4224-4a54-9ebd-bb56000fc965,299/2021,https://island.is/domar/g-f26575c8-3462-4964-8877-3821cc6c2f42,dóm,22. febrúar 2023,
2022-116,https://island.is/s/haestirettur/akvardanir/495bcae3-0115-42f1-9558-cd934398656a,434/2021,https://island.is/domar/g-41a8232a-2311-4cf7-99a8-cfd91cf36989,ákvörðun,21. október 2022,Samþykkt
52/2022,https://island.is/domar/s-0826446b-6c98-4f19-bde2-be1b99aa3257,434/2021,https://island.is/domar/g-41a8232a-2311-4cf7-99a8-cfd91cf36989,dóm,26. apríl 2023,
2022-104,https://island.is/s/haestirettur/akvardanir/2c45a5e6-4e3e-4da5-a072-eaa783a5f7aa,333/2021,https://island.is/domar/g-b5e0ed26-5f1e-49f6-9f57-7a1af765ed4f,ákvörðun,7. október 2022,Hafnað
2022-102,https://island.is/s/haestirettur/akvardanir/62bc3754-5d0e-4f6a-949e-761825e70984,210/2021,https://island.is/domar/g-d2f4c514-f216-444a-908d-fd88e9ff7649,ákvörðun,19. september 2022,Hafnað
2022-103,https://island.is/s/haestirettur/akvardanir/d4748916-7ace-43a8-ab7f-bf2678e355d8,114/2021,https://island.is/domar/g-652ff1fc-02b7-4899-82e1-c6ea6da05f44,ákvörðun,5. september 2022,Samþykkt
44/2022,https://island.is/domar/s-8f3ddea9-0a7d-42ec-ab46-1d771d4c5dde,114/2021,https://island.is/domar/g-652ff1fc-02b7-4899-82e1-c6ea6da05f44,dóm,19. apríl 2023,
2022-100,https://island.is/s/haestirettur/akvardanir/5c93c21c-d37a-4fe1-b487-dd8a7374935d,745/2021,https://island.is/domar/g-468f3624-823e-4852-ba76-66eec761ee12,ákvörðun,7. október 2022,Hafnað
2022-118,https://island.is/s/haestirettur/akvardanir/ad25fad2-1c04-493c-baab-115555e710de,506/2021,https://island.is/domar/g-153d29cb-5171-4771-9626-42e4c3f0609a,ákvörðun,19. september 2022,Hafnað
2021-328,https://island.is/s/haestirettur/akvardanir/7104d5a5-4856-416b-b704-ec1be5d6eb08,497/2021,https://island.is/domar/g-9e50d6e1-a896-4f33-bf23-338987f27b19,ákvörðun,21. janúar 2022,Samþykkt
5/2022,https://island.is/domar/s-6892b256-1966-407d-b6da-18cb4e1a17f9,497/2021,https://island.is/domar/g-9e50d6e1-a896-4f33-bf23-338987f27b19,dóm,25. maí 2022,
2022-107,https://island.is/s/haestirettur/akvardanir/9c5be386-9f3b-4645-b47f-c8e72a3f7119,497/2021,https://island.is/domar/g-9e50d6e1-a896-4f33-bf23-338987f27b19,ákvörðun,27. september 2022,Hafnað
2022-110,https://island.is/s/haestirettur/akvardanir/aedaa76d-cbee-4188-b9b3-a33000a873e7,475/2021,https://island.is/domar/g-003d478f-bc54-41ec-962e-938ba51cb0b3,ákvörðun,6. september 2022,Hafnað
26/2022,https://island.is/domar/s-1a45e7bc-fb87-4d99-96d7-a9a6c0088cdb,452/2020,https://island.is/domar/g-4c627be4-7dcb-4bfe-95f7-5a4a2ee970d4,dóm,1. júní 2022,
2022-65,https://island.is/s/haestirettur/akvardanir/058b4e65-2ef0-44ae-97fe-8561991087e5,452/2020,https://island.is/domar/g-4c627be4-7dcb-4bfe-95f7-5a4a2ee970d4,ákvörðun,2. júní 2022,Hafnað
2022-111,https://island.is/s/haestirettur/akvardanir/a4fa1265-530c-4237-98b1-e42f27e6f9ae,452/2020,https://island.is/domar/g-4c627be4-7dcb-4bfe-95f7-5a4a2ee970d4,ákvörðun,27. september 2022,Hafnað
2022-105,https://island.is/s/haestirettur/akvardanir/378c85dc-e0d1-466f-953e-dfb015211603,438/2020,https://island.is/domar/g-10bf8641-4840-4596-809d-cdcdb1282994,ákvörðun,10. október 2022,Samþykkt
50/2022,https://island.is/domar/s-c8105603-112f-4242-a55d-3c14dc54873b,438/2020,https://island.is/domar/g-10bf8641-4840-4596-809d-cdcdb1282994,dóm,31. maí 2023,
2022-112,https://island.is/s/haestirettur/akvardanir/cd7ec94f-cfe0-44a9-8ca6-3730b6cb06e4,310/2021,https://island.is/domar/g-804e9a01-b839-4877-843d-04abf76b83de,ákvörðun,7. október 2022,Hafnað
2022-106,https://island.is/s/haestirettur/akvardanir/59cae8d4-438f-43ca-9a5b-90aefe24792f,286/2021,https://island.is/domar/g-fbb70971-15bb-450c-92a6-ec5577462105,ákvörðun,2. september 2022,Hafnað
2022-114,https://island.is/s/haestirettur/akvardanir/bfe8092c-eb4f-4ec4-9a34-fe913350d706,268/2021,https://island.is/domar/g-41451255-1897-4da0-baf2-87020bce3890,ákvörðun,10. október 2022,Hafnað
2022-113,https://island.is/s/haestirettur/akvardanir/1f216b7b-333f-4fbc-b1ea-d65917e3f220,267/2021,https://island.is/domar/g-64b7232b-c147-4b92-81fd-086c07f021e1,ákvörðun,10. október 2022,Hafnað
2022-109,https://island.is/s/haestirettur/akvardanir/893bada9-fb5c-4291-9e84-fa6acfea0983,193/2021,https://island.is/domar/g-95d463b8-9147-443c-a9c0-d508dc177cbf,ákvörðun,17. október 2022,Hafnað
2022-138,https://island.is/s/haestirettur/akvardanir/0878d1df-f10b-47fe-8a0f-48cd0945b909,168/2021,https://island.is/domar/g-afa4ea57-3599-44c7-b10e-da48a34cc993,ákvörðun,8. desember 2022,Hafnað
2022-108,https://island.is/s/haestirettur/akvardanir/b087d0bc-a05d-46f8-88f5-249aaeaf6431,246/2022,https://island.is/domar/g-c02efde2-5a17-4e3d-89c9-6295f89c8bd4,ákvörðun,16. september 2022,Hafnað
2022-119,https://island.is/s/haestirettur/akvardanir/ac491a1d-0ebf-4110-b70e-0e40de347e4d,550/2022,https://island.is/domar/g-7e92dad0-deed-4d7b-b05a-3ee7ac8ac481,ákvörðun,17. október 2022,Hafnað
2022-117,https://island.is/s/haestirettur/akvardanir/f995da76-7dd0-4aab-ae92-3ff9d84b4bd7,475/2022,https://island.is/domar/g-2855de50-f8fc-4da7-8139-0ebe9aae5d49,ákvörðun,26. október 2022,Samþykkt
51/2022,https://island.is/domar/s-03fb11d2-a4c7-447c-9250-cc04a7bcd2cd,475/2022,https://island.is/domar/g-2855de50-f8fc-4da7-8139-0ebe9aae5d49,dóm,25. janúar 2023,
2022-120,https://island.is/s/haestirettur/akvardanir/3b1c9b02-f79e-4ca7-9ac2-979270fe80f0,463/2022,https://island.is/domar/g-db4f94f6-1059-4e8a-8477-8b6b09a110be,ákvörðun,26. október 2022,Hafnað
23/2022,https://island.is/domar/s-74b17301-7fc4-47bd-9be9-50b00ea6dce9,531/2021,https://island.is/domar/g-145abc56-1ba2-4912-b432-8f0e88419e5b,dóm,4. maí 2022,
2021-282,https://island.is/s/haestirettur/akvardanir/db03c6e7-4fa7-479b-b3eb-c727040b9c9e,199/2020,https://island.is/domar/g-535bcb6e-4bc0-4d4a-8f43-200abc8e001a,ákvörðun,10. desember 2021,Samþykkt
55/2021,https://island.is/domar/s-dbc31916-eb83-452d-847a-e1f9ca8a616a,199/2020,https://island.is/domar/g-535bcb6e-4bc0-4d4a-8f43-200abc8e001a,dóm,4. maí 2022,
2022-122,https://island.is/s/haestirettur/akvardanir/9135f6cc-0c34-4b0c-886d-0c24fe779a81,199/2020,https://island.is/domar/g-535bcb6e-4bc0-4d4a-8f43-200abc8e001a,ákvörðun,1. nóvember 2022,Hafnað
2022-132,https://island.is/s/haestirettur/akvardanir/23ad82a2-53ff-4bbb-89bc-03d54b76e193,720/2021,https://island.is/domar/g-b02abe0b-06ae-4fdf-a8d9-600121af70e7,ákvörðun,30. nóvember 2022,Hafnað
2022-147,https://island.is/s/haestirettur/akvardanir/89914226-cacc-46ba-bef6-07b7aba7b5ed,764/2021,https://island.is/domar/g-1dd0e978-4f87-4fbd-a353-5a0fe6f05f91,ákvörðun,21. desember 2022,Hafnað
2022-146,https://island.is/s/haestirettur/akvardanir/de02629f-d955-444a-af01-991bb82e60c3,538/2021,https://island.is/domar/g-15a510ea-669c-4409-a47d-dd321c984cd8,ákvörðun,21. desember 2022,Hafnað
2022-125,https://island.is/s/haestirettur/akvardanir/29d5a452-a520-401c-bf9f-0d5ab38d6596,252/2021,https://island.is/domar/g-53259750-1a9e-4e2b-927a-cb59ad081086,ákvörðun,14. nóvember 2022,Hafnað
25/2022,https://island.is/domar/s-6c1dcc23-6e6a-4dcc-bca1-1c4a24ff5b0c,69/2021,https://island.is/domar/g-15a7f9a5-0868-46b9-9d84-f46f02ebd0c8,dóm,9. maí 2022,
2022-130,https://island.is/s/haestirettur/akvardanir/b56facf4-47f7-4f97-a4be-66a0960ea982,69/2021,https://island.is/domar/g-15a7f9a5-0868-46b9-9d84-f46f02ebd0c8,ákvörðun,7. desember 2022,Hafnað
2023-16,https://island.is/s/haestirettur/akvardanir/ff81746c-caa3-4ec1-95fd-6ca78ef5314a,61/2022,https://island.is/domar/g-833215ca-e1a4-4038-95be-21c5d1b67521,ákvörðun,9. mars 2023,Hafnað
2022-129,https://island.is/s/haestirettur/akvardanir/713a7d95-e59c-4d02-bdba-0217dd0b3edd,347/2021,https://island.is/domar/g-a567eda0-af5b-43fb-aaf4-ae2863f69d39,ákvörðun,28. nóvember 2022,Hafnað
2022-123,https://island.is/s/haestirettur/akvardanir/de26fbad-4707-40c2-8144-6f066cc85922,302/2021,https://island.is/domar/g-452c9066-f4b8-4ff8-b300-78a4995c5cbf,ákvörðun,14. nóvember 2022,Hafnað
2022-124,https://island.is/s/haestirettur/akvardanir/2dcd68e4-52c9-4cf8-9b14-743fc891fd5c,296/2021,https://island.is/domar/g-d9fd4881-266d-44b1-a9c7-2b801e76f912,ákvörðun,14. nóvember 2022,Hafnað
2022-126,https://island.is/s/haestirettur/akvardanir/f2ceef87-62f4-441b-ae07-396357cfb2be,465/2022,https://island.is/domar/g-14ee1c26-0efa-462e-ae81-bd769195d5f3,ákvörðun,28. nóvember 2022,Samþykkt
57/2022,https://island.is/domar/s-e2d256a4-b219-472f-880b-1940c1715f02,465/2022,https://island.is/domar/g-14ee1c26-0efa-462e-ae81-bd769195d5f3,dóm,6. september 2023,
2022-127,https://island.is/s/haestirettur/akvardanir/d7815011-7aff-4c0e-923e-ed91c9d9a0bd,498/2021,https://island.is/domar/g-5997fe48-1311-4ab9-b505-194e1b545149,ákvörðun,28. nóvember 2022,Hafnað
2022-133,https://island.is/s/haestirettur/akvardanir/5561b405-174f-4e69-b4c9-e5ddd7dada93,438/2021,https://island.is/domar/g-68822b9f-9957-49f3-92f5-7c3afacebdcb,ákvörðun,7. desember 2022,Hafnað
2022-134,https://island.is/s/haestirettur/akvardanir/256a975c-92e6-4dec-ab03-0538f7c47f43,301/2021,https://island.is/domar/g-f3ec5a3a-3f64-4d63-a8ce-43cd82b98881,ákvörðun,21. desember 2022,Hafnað
53/2022,https://island.is/domar/s-96d3dd92-2126-4c2d-94f9-1274f906cd13,479/2022,https://island.is/domar/g-c4a2645c-eec2-4ca6-b3cc-2f006c78404f,dóm,8. desember 2022,
2022-128,https://island.is/s/haestirettur/akvardanir/514e0315-992c-4966-8403-81b65e19b72d,547/2022,https://island.is/domar/g-9ffacab0-65ec-44a3-82ac-53d7aed80fb7,ákvörðun,29. nóvember 2022,Hafnað
2022-143,https://island.is/s/haestirettur/akvardanir/15bc4a17-52c7-47f6-a66c-beffac75d5d9,516/2021,https://island.is/domar/g-decfac04-d1b3-42f7-9d84-adc3808e1db3,ákvörðun,18. janúar 2023,Hafnað
54/2022,https://island.is/domar/s-aa70af6b-7406-4803-bb36-d534b11a9899,472/2021,https://island.is/domar/g-5bb4ec20-1063-48c2-b606-0893ddcef803,dóm,9. desember 2022,
2022-139,https://island.is/s/haestirettur/akvardanir/18e80b33-9300-4afd-a675-96d65c948ce0,441/2021,https://island.is/domar/g-964b5d48-09f7-43aa-adb0-0db4124f210a,ákvörðun,19. janúar 2023,Hafnað
2022-136,https://island.is/s/haestirettur/akvardanir/a943679c-e4c8-4633-bb54-c319faa3cdfc,413/2021,https://island.is/domar/g-038ba3d0-ebaa-48a1-9010-2d95e1f6d427,ákvörðun,21. desember 2022,Hafnað
2022-135,https://island.is/s/haestirettur/akvardanir/a8aaf37b-b4f5-4a4f-a2f4-347a3480c52d,405/2021,https://island.is/domar/g-083ebba1-f7a7-407c-b2a3-2d47a0f305c3,ákvörðun,21. desember 2022,Hafnað
2023-20,https://island.is/s/haestirettur/akvardanir/b5562f5a-fe8c-44f2-8a15-26aedf2f2c3c,187/2022,https://island.is/domar/g-9e9051e8-7564-4c09-9ec8-37265aaa5ec9,ákvörðun,1. mars 2023,Hafnað
2022-161,https://island.is/s/haestirettur/akvardanir/b2cacd17-d655-493d-ab1d-a045b3c35c03,735/2021,https://island.is/domar/g-dc3e9092-1c5f-4bee-86a9-bd493d5ed32e,ákvörðun,23. janúar 2023,Samþykkt
8/2023,https://island.is/domar/s-907dcb38-5bee-414c-a473-55304273a96a,735/2021,https://island.is/domar/g-dc3e9092-1c5f-4bee-86a9-bd493d5ed32e,dóm,21. júní 2023,
2022-144,https://island.is/s/haestirettur/akvardanir/9e34d702-4c70-4b48-b49f-f706d6a6202d,442/2021,https://island.is/domar/g-b033641c-d47f-4b2a-83c9-885172bb3f72,ákvörðun,21. desember 2022,Hafnað
